tas,"	Year", Month, Country, ISO3, ISO2
25.3251,1964,4,BRA,,
24.0306,1964,5,BRA,,
22.9162,1964,6,BRA,,
22.9876,1964,7,BRA,,
24.602,1964,8,BRA,,
25.3985,1964,9,BRA,,
25.1414,1964,10,BRA,,
25.1479,1964,11,BRA,,
25.279,1964,12,BRA,,
25.4036,1965,1,BRA,,
25.5993,1965,2,BRA,,
24.8157,1965,3,BRA,,
24.7844,1965,4,BRA,,
24.4066,1965,5,BRA,,
23.8641,1965,6,BRA,,
23.5337,1965,7,BRA,,
24.592,1965,8,BRA,,
25.8618,1965,9,BRA,,
25.9486,1965,10,BRA,,
25.8345,1965,11,BRA,,
25.9419,1965,12,BRA,,
26.1386,1966,1,BRA,,
26.0293,1966,2,BRA,,
25.7159,1966,3,BRA,,
25.2121,1966,4,BRA,,
24.5689,1966,5,BRA,,
23.8725,1966,6,BRA,,
23.5716,1966,7,BRA,,
24.0519,1966,8,BRA,,
24.979,1966,9,BRA,,
26.1427,1966,10,BRA,,
25.8076,1966,11,BRA,,
25.9908,1966,12,BRA,,
25.726,1967,1,BRA,,
25.5474,1967,2,BRA,,
25.2475,1967,3,BRA,,
24.9026,1967,4,BRA,,
24.7259,1967,5,BRA,,
23.1971,1967,6,BRA,,
23.4257,1967,7,BRA,,
24.7802,1967,8,BRA,,
25.7606,1967,9,BRA,,
26.2729,1967,10,BRA,,
25.6561,1967,11,BRA,,
25.715,1967,12,BRA,,
25.4964,1968,1,BRA,,
25.3294,1968,2,BRA,,
25.134,1968,3,BRA,,
24.2358,1968,4,BRA,,
22.9304,1968,5,BRA,,
23.17,1968,6,BRA,,
23.4204,1968,7,BRA,,
24.2339,1968,8,BRA,,
24.7632,1968,9,BRA,,
25.9717,1968,10,BRA,,
26.1075,1968,11,BRA,,
25.7588,1968,12,BRA,,
25.875,1969,1,BRA,,
26.2337,1969,2,BRA,,
26.0486,1969,3,BRA,,
25.4637,1969,4,BRA,,
24.8865,1969,5,BRA,,
23.8625,1969,6,BRA,,
23.6474,1969,7,BRA,,
24.479,1969,8,BRA,,
25.9805,1969,9,BRA,,
25.7028,1969,10,BRA,,
26.308,1969,11,BRA,,
25.5473,1969,12,BRA,,
25.8234,1970,1,BRA,,
25.8572,1970,2,BRA,,
25.6739,1970,3,BRA,,
25.4267,1970,4,BRA,,
24.8149,1970,5,BRA,,
23.9376,1970,6,BRA,,
23.3812,1970,7,BRA,,
24.2707,1970,8,BRA,,
25.2236,1970,9,BRA,,
25.9472,1970,10,BRA,,
25.5904,1970,11,BRA,,
26.1844,1970,12,BRA,,
25.6139,1971,1,BRA,,
25.2859,1971,2,BRA,,
25.3592,1971,3,BRA,,
24.4084,1971,4,BRA,,
23.4828,1971,5,BRA,,
22.5684,1971,6,BRA,,
23.022,1971,7,BRA,,
23.8244,1971,8,BRA,,
24.9519,1971,9,BRA,,
24.7553,1971,10,BRA,,
25.116,1971,11,BRA,,
25.7265,1971,12,BRA,,
25.2003,1972,1,BRA,,
25.2349,1972,2,BRA,,
25.5643,1972,3,BRA,,
24.4832,1972,4,BRA,,
24.5186,1972,5,BRA,,
24.3302,1972,6,BRA,,
23.601,1972,7,BRA,,
24.1567,1972,8,BRA,,
25.2934,1972,9,BRA,,
25.773,1972,10,BRA,,
26.126,1972,11,BRA,,
26.1176,1972,12,BRA,,
26.4473,1973,1,BRA,,
26.323,1973,2,BRA,,
26.0942,1973,3,BRA,,
25.819,1973,4,BRA,,
24.2352,1973,5,BRA,,
23.9831,1973,6,BRA,,
22.8785,1973,7,BRA,,
