"iso_o","iso_d","year","ck","pop_o","pop_d","area","temperature","rainfall","TO","dis_int","lat","lon","landlocked","contig","dist","distcap","wto_o","wto_d","rta"
"MYS","SPM",2003,897756.1875,24688.703,6.255,329758,25.8124583333333,269.944083333333,1.9419489031,215.9889,3.133333,101.7,0,0,14080.47,14080.47,1,NA,0
"RWA","SPM",2003,8662.2158203125,8680.346,6.255,26338,20.6637666666667,101.7949775,0.31991561712,61.0415,-1.933333,30.06667,1,0,9886.083,9886.083,1,NA,0
"NGA","SPM",2003,227245.296875,131972.533,6.255,923768,27.3571416666667,111.775750833333,0.4933496486,361.5058,6.45,3.466667,0,0,7207.59,7252.523,1,NA,0
"ATG","SPM",2003,2165.3076171875,87.293,6.255,442,26.2912833333333,223.659158333333,1.1656602052,7.907605,17.13333,-61.83333,0,0,3328.26,3328.26,1,NA,0
"NIC","SPM",2004,64819.80859375,5309.703,6.259,130670,25.3862166666667,204.896175,0.6719531678,135.9633,12.1,-86.3,0,0,4772.439,4772.439,1,NA,0
"IDN","SPM",2004,2478616.75,223614.649,6.259,1933658,26.1998666666667,229.427,0.5976129484,523.0264,-6.133333,106.75,0,0,15234.63,15234.63,1,NA,0
"ESP","SPM",2004,3891921.5,43351.668,6.259,505954,13.830725,46.3538166666667,0.5421246314,267.5404,40.41667,-3.716667,0,0,4208.643,4208.643,1,NA,0
"KEN","SPM",2004,109009.25,35074.931,6.259,582646,25.2190666666667,55.522225,0.5947700335,287.102,-1.283333,36.83333,0,0,10349.94,10349.94,1,NA,0
"COL","SPM",2004,958187.875,42724.163,6.259,1141748,24.5428333333333,241.37505,0.3586342693,401.9008,4.633333,-75.06667,0,0,5019.537,5019.537,1,NA,0
"KHM","SPM",2004,43390.7890625,13063.377,6.259,181035,27.6444166666667,145.193369166667,1.3451141737,160.035,11.58333,104.9167,0,0,13281.82,13281.82,1,NA,0
"UKR","SPM",2004,1714079.875,47215.966,6.259,603677,8.92935,53.79485,1.1377184027,292.2376,50.41667,30.5,0,0,6024.13,6024.13,0,NA,0
"LTU","SPM",2005,121717.5703125,3344.252,6.261,65300,6.81902166666667,53.612,1.1491693893,96.11483,54.68333,25.31667,0,0,5485.634,5485.634,1,NA,0
"ZWE","SPM",2005,9165.05078125,12940.032,6.261,390759,23.1078166666667,47.5975025,0.7604370728,235.1193,-17.83333,31.05,1,0,11242.69,11242.69,1,NA,0
"LUX","SPM",2005,96783.109375,457.842,6.261,2586,9.9701225,66.435325,2.977729742,19.12705,49.6,6.15,1,0,4506.157,4506.157,1,NA,0
"GRC","SPM",2005,1279007.5,11301.204,6.261,131621,13.9108083333333,55.0477083333333,0.5090086412,136.4572,38,23.73333,0,0,6359.179,6359.179,1,NA,0
"GTM","SPM",2005,153376.921875,13096.028,6.261,108889,24.3100166666667,232.438275,0.6604865509,124.1154,14.63333,-90.51667,0,0,4780.33,4780.33,1,NA,0
"SGP","SPM",2005,761293.1875,4491.042,6.261,646,28.1757833333333,197.444616666667,4.22648368,9.559828,1.283333,103.85,0,0,14350.64,14350.64,1,NA,0
"AUT","SPM",2005,1024403.25,8253.65,6.261,83858,6.35407,97.4015083333333,0.9403380568,108.9196,48.21667,16.36667,1,0,5251.719,5251.719,1,NA,0
"SGP","SPM",2006,848363.75,4611.901,6.26,646,27.92255,235.12875,4.303916367,9.559828,1.283333,103.85,0,0,14350.64,14350.64,1,NA,0
"HND","SPM",2006,81215.0703125,7541.406,6.26,112088,24.0679916666667,205.679733333333,1.331318351,125.9254,14.08333,-87.23333,0,0,4636.381,4636.381,1,NA,0
"DEU","SPM",2006,10569312,81540.353,6.26,357325,9.96706583333333,57.018325,0.770821686,224.8358,52.533,13.417,0,0,4491.204,4864.025,1,NA,0
"TUR","SPM",2007,2600180.5,69597.281,6.261,780576,12.0368941666667,43.0677358333333,0.4728957887,332.3085,39.93,32.85,0,0,6517.83,6854.055,1,NA,0
"EST","SPM",2007,93793.8125,1344.072,6.261,45227,6.793355,58.626,1.3526567764,79.98945,59.41667,24.75,0,0,5237.062,5237.062,1,NA,0
"AUS","SPM",2007,3167556,20946.664,6.261,7686848,22.1203916666667,38.6855783333333,0.4210755245,1042.817,-33.88334,151.1667,0,0,17332.44,17576.49,1,NA,0
"MDG","SPM",2007,42414.25,19433.523,6.261,587041,25.2520833333333,108.385125,0.8239079788,288.1828,-18.86667,47.5,0,0,12562.31,12562.31,1,NA,0
"BGR","SPM",2008,197345.5625,7510.331,6.269,110994,11.9322316666667,40.0482733333333,1.2484485795,125.3094,42.66667,23.3,0,0,6030.439,6030.439,1,NA,0
"ZMB","SPM",2008,119433.84375,13082.517,6.269,752614,21.8971416666667,81.6712941666667,0.5945488913,326.3022,-15.46667,28.26667,1,0,10847.11,10847.11,1,NA,0
"ZAF","SPM",2008,1337760,50412.129,6.269,1219912,18.4071666666667,35.7891991666667,0.7286539024,415.4302,-25.73,28.22,0,0,11662.28,11663.24,1,NA,0
"MYS","SPM",2009,1345512.875,27605.383,6.277,329758,25.7717416666667,287.63575,1.6255904743,215.9889,3.133333,101.7,0,0,14080.47,14080.47,1,NA,0
"RUS","SPM",2009,6824434.5,143092.765,6.277,17075400,-5.46538333333333,36.86575,0.4843506102,1554.244,55.75,37.7,0,0,6108.847,6108.847,0,NA,0
"SEN","SPM",2009,85250.2578125,12550.917,6.277,196722,28.37415,67.2628775,0.5164181742,166.8247,14.63333,-17.45,0,0,5055.887,5055.887,1,NA,0
"SGP","SPM",2010,1202027.75,5074.252,6.274,646,28.2070166666667,210.162933333333,3.734445316,9.559828,1.283333,103.85,0,0,14350.64,14350.64,1,NA,0
"GRC","SPM",2010,1666770.5,11446.005,6.274,131621,15.10655,57.0941058333333,0.5282909793,136.4572,38,23.73333,0,0,6359.179,6359.179,1,NA,0
"MOZ","SPM",2010,32543.716796875,24221.405,6.274,801590,24.71385,72.7595758333333,0.7773154323,336.7518,-25.96667,32.58333,0,0,11993.53,11993.53,1,NA,0
"LVA","SPM",2010,212630.28125,2118.848,6.274,64589,5.70824,68.8338083333333,1.0878898684,95.59013,56.95,24.1,0,0,5309.479,5309.479,1,NA,0
"DEU","SPM",2010,12687682,80894.785,6.274,357325,8.32235416666667,64.1818666666667,0.7930307822,224.8358,52.533,13.417,0,0,4491.204,4864.025,1,NA,0
"MAR","SPM",2010,886214.4375,32409.639,6.274,710850,18.8866083333333,36.0374208333333,0.7524763454,317.1194,34.03333,-6.85,0,0,4333.897,4333.897,1,NA,0
"ARM","SPM",2010,38477.9765625,2877.311,6.274,29800,9.61699083333333,53.2526275,0.6614730981,64.92948,40.18333,44.5,1,0,7584.296,7584.296,1,NA,0
"TUR","SPM",2011,3220938,73409.455,6.274,780576,11.132965,50.7357083333333,0.5266294733,332.3085,41.03333,28.95,0,0,6517.83,6854.055,1,NA,0
"UKR","SPM",2011,1577901.25,45576.307,6.274,603677,9.12647333333333,38.2460708333333,1.0624181244,292.2376,50.41667,30.5,0,0,6024.13,6024.13,1,NA,0
"SUR","SPM",2012,35547.6484375,537.077,6.276,163820,25.9835583333333,184.294375,NA,152.236,5.866667,-55.23333,0,0,4541.891,4541.891,1,NA,0
"KWT","SPM",2012,422320.0625,3395.556,6.276,17818,26.72425,9.23776333333333,1.0101144858,50.20689,29.33333,48,0,0,8668.28,8668.28,1,NA,0
"THA","SPM",2012,3411764.75,67843.979,6.276,513115,27.0681166666667,118.2121,1.3847918541,269.427,13.73333,100.5,0,0,12918.17,12918.17,1,NA,0
"ECU","SPM",2012,526074.25,15419.666,6.276,275716,21.6858833333333,189.235183333333,0.6175111241,197.4989,-0.2333333,-78.5,0,0,5655.898,5655.898,1,NA,0
"PER","SPM",2012,779987.5,30158.966,6.276,1285216,19.7185083333333,113.742366666667,0.5261989526,426.4046,-12.1,-77.05,0,0,6864.571,6864.571,1,NA,0
"ARE","SPM",2012,2131685.5,8900.453,6.276,83657,27.8991083333333,2.98007916666667,1.651430125,108.789,24.46667,54.41667,0,0,9495.635,9495.635,1,NA,0
"LVA","SPM",2012,270556.25,2066.374,6.276,64589,6.10697666666667,66.0312916666667,1.2706579889,95.59013,56.95,24.1,0,0,5309.479,5309.479,1,NA,0
"MDG","SPM",2013,56781.21484375,22961.146,6.273,587041,22.757975,128.652866666667,0.6881598023,288.1828,-18.86667,47.5,0,0,12562.31,12562.31,1,NA,0
"TUR","SPM",2013,3965485.75,75787.333,6.273,780576,12.0309241666667,40.8379833333333,0.5035032693,332.3085,41.03333,28.95,0,0,6517.83,6854.055,1,NA,0
"CAN","SPM",2013,5828468.5,35255.495,6.273,9976139,-6.44562666666667,38.5636583333333,0.6197339491,1187.996,43.65,-79.38,0,0,1845.482,1512.249,1,NA,0
"NPL","SPM",2013,179586.0625,27985.31,6.273,147181,12.6721191666667,108.069695833333,0.4814600023,144.2978,27.7,85.31667,1,0,10895.16,10895.16,1,NA,0
"SVN","SPM",2013,336259.90625,2066.119,6.273,20256,9.797895,126.401308333333,1.4347486753,53.53165,46.06667,14.5,0,0,5235.883,5235.883,1,NA,0
"DEU","SPM",2014,15146735,81489.66,6.277,357325,10.795175,59.0955416666667,0.8448567249,224.8358,52.533,13.417,0,0,4491.204,4864.025,1,NA,0
"BRA","SPM",2014,13655093,204213.133,6.277,8511920,25.8147833333333,145.524375,0.2468540582,1097.356,-23.53,-46.63,0,0,7871.671,6999.4,1,NA,0
"NAM","SPM",2014,85567.1484375,2370.992,6.277,825518,20.9172166666667,27.4339091666667,1.021427368,341.741,-22.56667,17.1,0,0,10634.43,10634.43,1,NA,0
"BDI","SPM",2014,12226.9775390625,9891.79,6.277,27834,21.046975,104.121789166667,0.43000010279,62.75114,-3.366667,29.31667,1,0,9945.298,9945.298,1,NA,0
"ITA","SPM",2014,13027931,59585.668,6.277,301323,13.2171041666667,90.4409833333333,0.5575976898,206.4667,41.88334,12.5,0,0,5322.239,5322.239,1,NA,0
"LSO","SPM",2014,23889.3671875,2145.785,6.277,30355,13.8873858333333,61.120935,1.1791119866,65.53132,-29.31667,27.48333,1,0,11893,11893,1,NA,0
"TJK","SPM",2014,187423.265625,8362.745,6.277,143095,3.84508416666667,43.0560108333333,0.53875435254,142.2807,38.63334,68.85,1,0,9079.174,9079.174,1,NA,0
"KEN","SPM",2014,290584.65625,46024.25,6.277,582646,25.4499666666667,52.3270416666667,0.5129829878,287.102,-1.283333,36.83333,0,0,10349.94,10349.94,1,NA,0
"SGP","SUR",2002,506315.65625,4131.208,483.044,646,28.1973833333333,179.539133333333,3.542920818,9.559828,1.283333,103.85,0,0,17576.81,17576.81,1,1,0
"JOR","SUR",2002,68997.7578125,5287.488,483.044,91862,19.5326358333333,10.506675,1.1412344072,113.9992,31.95,35.93333,0,0,9781.541,9781.541,1,1,0
"SUR","SUR",2002,14271.70703125,483.044,483.044,163820,25.8750333333333,167.31255,NA,152.236,5.866667,-55.23333,0,0,152.236,152.236,1,1,0
"ARM","SUR",2002,26320.330078125,3033.897,483.044,29800,7.65718,52.395075,0.7594344896,64.92948,40.18333,44.5,1,0,10415.96,10415.96,0,1,0
"TUR","SUR",2003,1100817.75,66085.803,488.332,780576,11.439755,50.9905825,0.4560148606,332.3085,39.93,32.85,0,0,9100.912,9435.057,1,1,0
"TTO","SUR",2003,40399.0546875,1284.052,488.332,5130,26.9654416666667,100.875078333333,NA,26.93968,10.63333,-61.51667,0,0,871.8639,871.8639,1,1,0
"SAU","SUR",2003,1706974.875,22556.425,488.332,2153168,25.7568916666667,4.9440075,0.6983119598,551.9157,24.65,46.76667,0,0,10947.08,10947.08,0,1,0
"NAM","SUR",2003,20869.91796875,1986.535,488.332,825518,20.7548083333333,22.9545241666667,0.9823518236,341.741,-22.56667,17.1,0,0,8474.326,8474.326,1,1,0
"BEN","SUR",2003,33978.52734375,7520.555,488.332,112622,28.0764916666667,102.3311625,0.4872235439,126.225,6.4,2.517,0,0,6387.593,6416.454,1,1,0
"GAB","SUR",2003,28385.01171875,1328.146,488.332,267667,25.4077166666667,151.010616666667,0.8030260821,194.5948,0.3833333,9.416667,0,0,7206.553,7206.553,1,1,0
"BRN","SUR",2003,64482.03125,353.389,488.332,5765,25.7295,260.194491666667,1.0525846757,28.55837,4.933333,114.9667,0,0,18411.83,18411.83,1,1,0
"BLZ","SUR",2003,2131.44873046875,269.13,488.332,22963,25.8583333333333,138.610758333333,1.1912174496,56.99649,17.21667,-88.8,0,0,3863.778,3863.778,1,1,0
"NLD","SUR",2004,1814899.625,16287.182,493.63,41863,10.2611525,71.5135166666667,1.1914822145,76.95715,52.35,4.9,0,0,7506.908,7506.908,1,1,0
"UGA","SUR",2004,51310.08203125,27568.436,493.63,241038,23.8567083333333,95.762975,0.3546008625,184.6616,0.3333333,32.58333,1,0,9771.406,9771.406,1,1,0
"THA","SUR",2004,1857369,65002.231,493.63,513115,26.7258916666667,116.542491666667,1.2741207525,269.427,13.73333,100.5,0,0,16577.5,16577.5,1,1,0
"HTI","SUR",2004,86913.9296875,9119.178,493.63,27750,25.091875,118.264141666667,0.5936375875,62.65638,18.55,-72.33334,0,0,2331.453,2331.453,1,1,0
"QAT","SUR",2005,157730.9375,864.863,498.946,11437,27.5563333333333,4.5478475,0.9474554417,40.22443,25.25,51.53333,0,0,11404.93,11404.93,1,1,0
"KWT","SUR",2005,302124.53125,2276.623,498.946,17818,26.0718916666667,15.114045,0.9224346204,50.20689,29.33333,48,0,0,10967.09,10967.09,1,1,0
"MOZ","SUR",2005,17441.013671875,20923.07,498.946,801590,24.8363333333333,56.2547475,0.7636774826,336.7518,-25.96667,32.58333,0,0,10085.05,10085.05,1,1,0
"CAN","SUR",2005,3865555.75,32287.98,498.946,9976139,-5.39452166666667,41.878775,0.6970984342,1187.996,45.42,-75.71,0,0,4823.153,4827.23,1,1,0
"KEN","SUR",2006,132810.328125,37052.05,504.307,582646,25.2973833333333,64.526425,0.5523648512,287.102,-1.283333,36.83333,0,0,10260.29,10260.29,1,1,0
"NIC","SUR",2006,73135.0234375,5450.211,504.307,130670,25.3469166666667,240.893833333333,0.8730967084,135.9633,12.1,-86.3,0,0,3482.219,3482.219,1,1,0
"ARE","SUR",2007,1689581.25,6044.067,509.705,83657,27.9444666666667,6.24137916666667,1.3679815287,108.789,24.46667,54.41667,0,0,11708.35,11708.35,1,1,0
"BEN","SUR",2007,43492.2734375,8454.791,509.705,112622,27.9461,95.0594566666667,0.578049633,126.225,6.4,2.517,0,0,6387.593,6416.454,1,1,0
"CAN","SUR",2007,4445640,33019.932,509.705,9976139,-6.30582916666667,39.7556,0.6619204439,1187.996,43.65,-79.38,0,0,4823.153,4827.23,1,1,0
"DOM","SUR",2007,321128.96875,9504.353,509.705,48734,24.2478,159.471875,0.6194723068,83.03283,18.5,-69.78333,0,0,2114.361,2114.361,1,1,0
"GNB","SUR",2008,5474.55908203125,1480.841,515.148,36125,27.5453416666667,142.418459166667,0.52642045,71.48875,11.86667,-15.65,0,0,4399.608,4399.608,1,1,0
"OMN","SUR",2008,271628.78125,2759.014,515.148,212379,25.5989916666667,4.695385,0.956610485,173.3363,23.61667,58.63334,0,0,12146.89,12146.89,1,1,0
"JAM","SUR",2008,83698.96875,2790.122,515.148,10991,24.73925,170.919658333333,1.1357740384,39.43233,17.96667,-76.8,0,0,2702.506,2702.506,1,1,0
"LSO","SUR",2008,13453.693359375,1999.93,515.148,30355,13.5734625,60.326005,1.618937368,65.53132,-29.31667,27.48333,1,0,9634.635,9634.635,1,1,0
"RUS","SUR",2008,7021543,143083.187,515.148,17075400,-4.21019416666667,38.8002833333333,0.5338246604,1554.244,55.75,37.7,0,0,9660.659,9660.659,0,1,0
"CAF","SUR",2008,10219.2490234375,4345.386,515.148,622984,25.485375,111.3786925,0.3443752181,296.8741,4.383333,18.61667,1,0,8182.595,8182.595,1,1,0
"PER","SUR",2009,651262.25,29001.507,520.619,1285216,19.8563,133.979541666667,0.4811192962,426.4046,-12.1,-77.05,0,0,3135.013,3135.013,1,1,0
"URY","SUR",2009,178458.40625,3362.755,520.619,176215,17.9755266666667,106.233166666667,0.5339441927,157.8902,-34.91667,-56.16667,0,0,4540.208,4540.208,1,1,0
"TTO","SUR",2009,106915.4375,1321.618,520.619,5130,26.8286333333333,121.359625,NA,26.93968,10.63333,-61.51667,0,0,871.8639,871.8639,1,1,0
"NGA","SUR",2009,1168140.75,154402.181,520.619,923768,27.8204583333333,92.9913075,0.3605871041,361.5058,9.18,7.17,0,0,6492.208,6887.895,1,1,0
"GHA","SUR",2009,180048.6875,23903.831,520.619,238538,27.6131666666667,101.1082725,0.7159473853,183.7014,5.55,-0.25,0,0,6086.804,6086.804,1,1,0
"DEU","SUR",2009,12396126,80965.612,520.619,357325,9.66916333333333,61.8863083333333,0.7066504626,224.8358,52.533,13.417,0,0,7608.084,8064.375,1,1,0
"SLV","SUR",2009,66042.59375,6137.276,520.619,21041,24.960975,141.542858333333,0.6607120618,54.55907,13.66667,-89.16666,0,0,3817.267,3817.267,1,1,0
"ZAF","SUR",2010,1674226.125,51584.663,526.103,1219912,18.7114416666667,38.86583,0.5598898581,415.4302,-33.93333,18.46667,0,0,8897.853,9648.158,1,1,0
"GNB","SUR",2010,5222.35546875,1555.88,526.103,36125,27.993675,134.833368333333,0.5013040106,71.48875,11.86667,-15.65,0,0,4399.608,4399.608,1,1,0
"CYP","SUR",2010,127988.625,1112.607,526.103,9251,20.6896333333333,34.7684441666667,1.0769029887,36.17663,35.15,33.35,0,0,9512.906,9512.906,1,1,0
"BGD","SUR",2010,1004904.125,152149.102,526.103,143998,26.07645,175.867544166667,0.3780284268,142.7289,23.7,90.36667,0,0,15055.92,15055.92,1,1,0
"CAN","SUR",2010,5065392.5,34168.668,526.103,9976139,-4.3193125,39.8572,0.6006072927,1187.996,43.65,-79.38,0,0,4823.153,4827.23,1,1,0
"GRD","SUR",2011,5637.5732421875,105.075,531.589,345,27.1583083333333,161.532833333333,0.7598701656,6.986238,12.06667,-61.73333,0,0,993.1188,993.1188,1,1,0
"ZAF","SUR",2011,1952359.75,52263.516,531.589,1219912,18.1244,46.0219841666667,0.601126299,415.4302,-25.73,28.22,0,0,8897.853,9648.158,1,1,0
"MNG","SUR",2011,109334.1796875,2761.516,531.589,1565500,-0.0333366666666668,17.1743841666667,1.2699922864,470.6091,47.9,106.8667,1,0,13798.02,13798.02,1,1,0
"GRC","SUR",2011,1616750.5,11422.805,531.589,131621,14.086975,46.7455883333333,0.5784462005,136.4572,38,23.73333,0,0,8648.479,8648.479,1,1,0
"GAB","SUR",2011,72526.1015625,1697.101,531.589,267667,25.265825,149.399458333333,0.9049837734,194.5948,0.3833333,9.416667,0,0,7206.553,7206.553,1,1,0
"GHA","SUR",2011,236446.375,25121.796,531.589,238538,27.7787083333333,96.0905508333333,0.8629545385,183.7014,5.55,-0.25,0,0,6086.804,6086.804,1,1,0
"MDG","SUR",2012,53955.55859375,22346.573,537.077,587041,22.8168833333333,111.452758333333,0.6762171161,288.1828,-18.86667,47.5,0,0,11565.98,11565.98,1,1,0
"TUR","SUR",2012,3680660.5,74569.867,537.077,780576,12.1386933333333,55.9327333333333,0.5224531361,332.3085,41.03333,28.95,0,0,9100.912,9435.057,1,1,0
"OMN","SUR",2012,443530.21875,3464.644,537.077,212379,26.0461833333333,4.90345166666667,1.1634279513,173.3363,23.61667,58.63334,0,0,12146.89,12146.89,1,1,0
"ITA","SUR",2012,13040348,59733.834,537.077,301323,12.8575416666667,71.075975,0.5618487973,206.4667,41.88334,12.5,0,0,7744.406,7744.406,1,1,0
"CAN","SUR",2012,5597287,34900.705,537.077,9976139,-5.40262416666667,38.6811583333333,0.6239713672,1187.996,43.65,-79.38,0,0,4823.153,4827.23,1,1,0
"TGO","SUR",2012,24159.919921875,6859.482,537.077,56785,27.3225333333333,97.9910341666667,1.0698614745,89.62943,6.166667,1.35,0,0,6259.975,6259.975,1,1,0
"MOZ","SUR",2013,58538.7421875,26434.372,542.54,801590,24.1349083333333,80.74147,1.1437594225,336.7518,-25.96667,32.58333,0,0,10085.05,10085.05,1,1,0
"HND","SUR",2013,118671.203125,8657.785,542.54,112088,23.8784916666667,174.35035,1.1630604925,125.9254,14.08333,-87.23333,0,0,3620.42,3620.42,1,1,0
"GBR","SUR",2013,11646097,64641.11,542.54,244110,8.98826083333333,99.1621083333333,0.6135006396,185.8346,51.5,-0.1666667,0,0,7149.931,7149.931,1,1,0
"NIC","SUR",2013,85710.2578125,5945.747,542.54,130670,25.0354166666667,187.924616666667,1.1098420788,135.9633,12.1,-86.3,0,0,3482.219,3482.219,1,1,0
"DMA","SUR",2013,2111.50854492188,72.4,542.54,751,25.07035,260.905583333333,0.8708125474,10.30751,15.3,-61.38334,0,0,1246.561,1246.561,1,1,0
"MWI","SUR",2013,55952.21875,16577.147,542.54,118484,22.353025,91.5058775,0.7826910655,129.4684,-13.96667,33.81667,1,0,10072.18,10072.18,1,1,0
"TJK","SUR",2013,186846.515625,8177.809,542.54,143095,4.4659175,38.3935683333333,0.712581278,142.2807,38.63334,68.85,1,0,12445.19,12445.19,1,1,0
"PAK","SUR",2013,1466090.25,181712.595,542.54,882872,20.6705475,29.6216175,0.3333359868,353.4131,33.66667,73.13333,0,0,13045.13,13045.13,1,1,0
"GBR","SUR",2014,11811327,65015.686,547.928,244110,9.9324,114.852333333333,0.584999853,185.8346,51.5,-0.1666667,0,0,7149.931,7149.931,1,1,0
"THA","SUR",2014,3705160.75,68416.772,547.928,513115,26.788625,116.60727,1.3178553534,269.427,13.73333,100.5,0,0,16577.5,16577.5,1,1,0
"MEX","SUR",2014,6677512,124221.6,547.928,1967210,21.5132083333333,70.1338791666667,0.6496357919,527.5446,19.41667,-99.16666,0,0,4985.829,4985.829,1,1,0
"SVN","SUR",2014,338292.25,2070.845,547.928,20256,10.7558083333333,143.045241666667,1.4422795901,53.53165,46.06667,14.5,0,0,7988.945,7988.945,1,1,0
"DOM","SUR",2014,433194.9375,10405.844,547.928,48734,24.8333833333333,104.429908333333,0.5615368116,83.03283,18.5,-69.78333,0,0,2114.361,2114.361,1,1,0
"CMR","SUR",2014,139671.8125,22239.904,547.928,475442,25.1907083333333,124.130266666667,0.5506479448,259.3478,3.85,11.51667,0,0,7402.062,7402.062,1,1,0
"LSO","SUR",2014,23889.3671875,2145.785,547.928,30355,13.8873858333333,61.120935,1.1791119866,65.53132,-29.31667,27.48333,1,0,9634.635,9634.635,1,1,0
"HND","SUR",2014,123703.28125,8809.216,547.928,112088,24.0135833333333,154.881808333333,1.1297509728,125.9254,14.08333,-87.23333,0,0,3620.42,3620.42,1,1,0
"AUS","SVK",2002,2309183.5,19475.191,5400.154,7686848,22.0964583333333,27.311115,0.4157436305,1042.817,-35.3,149.133,0,0,15930.48,15872.67,1,1,0
"CYP","SVK",2002,64748.734375,976.966,5400.154,9251,19.7355391666667,36.3938791666667,1.2364132814,36.17663,35.15,33.35,0,0,1969.287,1969.287,1,1,1
"UGA","SVK",2002,41824.765625,25718.048,5400.154,241038,24.51845,109.685908333333,0.3627779416,184.6616,0.3333333,32.58333,1,0,5527.376,5527.376,1,1,0
"SYC","SVK",2002,6491.70654296875,84.203,5400.154,455,27.2662833333333,162.895675,1.6325076392,8.02305,-4.633333,55.46667,0,0,6957.833,6957.833,0,1,0
"ZAF","SVK",2002,775340.25,47026.173,5400.154,1219912,17.942175,34.6774833333333,0.597646363,415.4302,-33.93333,18.46667,0,0,9138.581,8298.498,1,1,0
"QAT","SVK",2002,67426.9296875,645.659,5400.154,11437,27.7754833333333,4.53691416666667,0.8846972363,40.22443,25.25,51.53333,0,0,3932.898,3932.898,1,1,0
"SLV","SVK",2003,26116.6953125,5971.535,5399.886,21041,24.5086333333333,134.686621666667,0.6823698248,54.55907,13.66667,-89.16666,0,0,10056.55,10056.55,1,1,0
"JPN","SVK",2003,13127819,128067.794,5399.886,377801,11.02986,141.312283333333,0.21583129402,231.188,35.66667,139.75,0,0,9104.249,9104.249,1,1,0
"DNK","SVK",2003,571444,5386.968,5399.886,43094,8.69431916666667,52.8188666666667,0.808817255,78.08043,55.66667,12.58333,0,0,891.5908,891.5908,1,1,1
"NLD","SVK",2003,1681834.125,16200.951,5399.886,41863,10.4999758333333,52.952075,1.1265476019,76.95715,52.35,4.9,0,0,987.487,987.487,1,1,1
"LKA","SVK",2003,186909.71875,19215.307,5399.886,65610,27.32595,133.227725,0.7533624733,96.3427,6.916667,79.86667,0,0,7438.51,7438.51,1,1,0
"GEO","SVK",2003,62185.953125,4579.082,5399.886,69700,6.584225,86.2680333333333,0.7825972701,99.30022,41.71667,44.81667,0,0,2279.033,2279.033,1,1,0
"MYS","SVK",2003,897756.1875,24688.703,5399.886,329758,25.8124583333333,269.944083333333,1.9419489031,215.9889,3.133333,101.7,0,0,9351.424,9351.424,1,1,0
"GBR","SVK",2003,5323041.5,59580.222,5399.886,244110,9.50019416666667,80.66455,0.4947157308,185.8346,51.5,-0.1666667,0,0,1294.938,1294.938,1,1,1
"TUN","SVK",2003,230270.015625,9939.678,5399.886,164150,20.812975,34.6200908333333,0.8239010779,152.3892,36.83333,10.21667,0,0,1382.907,1382.907,1,1,0
"URY","SVK",2003,110464.4765625,3325.637,5399.886,176215,17.51305,127.421341666667,0.5175919959,157.8902,-34.91667,-56.16667,0,0,11757.85,11757.85,1,1,0
"NZL","SVK",2004,303917.21875,4080.438,5399.419,268676,9.41767416666667,153.4995,0.5879993271,194.9612,-44.28333,174.7833,0,0,18263.92,18263.92,1,1,0
"ZWE","SVK",2004,9880.0771484375,12777.511,5399.419,390759,22.0621333333333,61.848515,0.7603960859,235.1193,-17.83333,31.05,1,0,7474.651,7474.651,1,1,0
"SEN","SVK",2004,59233.359375,10955.944,5399.419,196722,28.826625,56.9190433333333,0.6690739929,166.8247,14.63333,-17.45,0,0,4897.325,4897.325,1,1,0
"PAN","SVK",2004,65767.671875,3269.541,5399.419,75648,25.4752833333333,258.903225,1.2365256123,103.4505,8.95,-79.5,0,0,9765.432,9765.432,1,1,0
"SVN","SVK",2004,184471.421875,1991.43,5399.419,20256,9.11548,120.5525,1.113771087,53.53165,46.06667,14.5,0,0,308.8653,308.8653,1,1,1
"GEO","SVK",2005,72909.53125,4486.547,5398.963,69700,7.26205083333333,86.29025,0.8531600084,99.30022,41.71667,44.81667,0,0,2279.033,2279.033,1,1,0
"KWT","SVK",2005,302124.53125,2276.623,5398.963,17818,26.0718916666667,15.114045,0.9224346204,50.20689,29.33333,48,0,0,3361.164,3361.164,1,1,0
"CAF","SVK",2005,7027.18994140625,4127.91,5398.963,622984,25.97265,108.392711666667,0.3507093687,296.8741,4.383333,18.61667,1,0,4875.012,4875.012,1,1,0
"MOZ","SVK",2005,17441.013671875,20923.07,5398.963,801590,24.8363333333333,56.2547475,0.7636774826,336.7518,-25.96667,32.58333,0,0,8393.578,8393.578,1,1,0
"ZAF","SVK",2005,913679.0625,48820.586,5398.963,1219912,18.54275,32.6833166666667,0.5314911539,415.4302,-33.93333,18.46667,0,0,9138.581,8298.498,1,1,0
"LBR","SVK",2005,3641.32080078125,3261.23,5398.963,111369,26.0517333333333,177.652066666667,2.7036361432,125.5209,6.333333,-10.76667,0,0,5353.288,5353.288,0,1,0
"MYS","SVK",2005,1013645.25,25659.393,5398.963,329758,25.8184416666667,237.68675,2.0385446065,215.9889,3.133333,101.7,0,0,9351.424,9351.424,1,1,0
"SLE","SVK",2005,10875.8935546875,5658.379,5398.963,73326,26.8745416666667,183.7049125,0.468728414,101.8504,8.5,-13.28333,0,0,5258.997,5258.997,1,1,0
"TUN","SVK",2006,273233.1875,10196.136,5398.541,164150,20.6589825,26.9784391666667,0.939378509,152.3892,36.83333,10.21667,0,0,1382.907,1382.907,1,1,0
