pr,"	Year", Month, Country, ISO3, ISO2
73.9192,1966,10,NLD,,
109.737,1966,11,NLD,,
160.877,1966,12,NLD,,
51.1255,1967,1,NLD,,
59.9831,1967,2,NLD,,
59.8097,1967,3,NLD,,
48.2792,1967,4,NLD,,
70.3179,1967,5,NLD,,
38.1737,1967,6,NLD,,
42.4365,1967,7,NLD,,
68.9559,1967,8,NLD,,
76.6232,1967,9,NLD,,
104.247,1967,10,NLD,,
88.3266,1967,11,NLD,,
106.326,1967,12,NLD,,
76.1574,1968,1,NLD,,
33.7442,1968,2,NLD,,
46.5921,1968,3,NLD,,
27.004,1968,4,NLD,,
73.9879,1968,5,NLD,,
86.5845,1968,6,NLD,,
89.3006,1968,7,NLD,,
93.8683,1968,8,NLD,,
128.58,1968,9,NLD,,
77.4574,1968,10,NLD,,
47.207,1968,11,NLD,,
35.9105,1968,12,NLD,,
44.6824,1969,1,NLD,,
56.1765,1969,2,NLD,,
54.316,1969,3,NLD,,
61.0285,1969,4,NLD,,
79.4654,1969,5,NLD,,
57.2821,1969,6,NLD,,
53.3728,1969,7,NLD,,
142.797,1969,8,NLD,,
14.2426,1969,9,NLD,,
24.384,1969,10,NLD,,
90.3719,1969,11,NLD,,
38.1192,1969,12,NLD,,
43.6312,1970,1,NLD,,
100.262,1970,2,NLD,,
63.7672,1970,3,NLD,,
84.7545,1970,4,NLD,,
27.4873,1970,5,NLD,,
38.4203,1970,6,NLD,,
117.171,1970,7,NLD,,
44.25,1970,8,NLD,,
84.3017,1970,9,NLD,,
91.2909,1970,10,NLD,,
85.7431,1970,11,NLD,,
46.0537,1970,12,NLD,,
57.7437,1971,1,NLD,,
37.6482,1971,2,NLD,,
37.9488,1971,3,NLD,,
21.2943,1971,4,NLD,,
65.1246,1971,5,NLD,,
94.3864,1971,6,NLD,,
32.4177,1971,7,NLD,,
58.9164,1971,8,NLD,,
24.9465,1971,9,NLD,,
33.2354,1971,10,NLD,,
80.5567,1971,11,NLD,,
28.4563,1971,12,NLD,,
32.3589,1972,1,NLD,,
26.7579,1972,2,NLD,,
43.967,1972,3,NLD,,
60.4509,1972,4,NLD,,
91.8153,1972,5,NLD,,
75.6858,1972,6,NLD,,
85.5864,1972,7,NLD,,
70.629,1972,8,NLD,,
49.1811,1972,9,NLD,,
25.8022,1972,10,NLD,,
84.5281,1972,11,NLD,,
22.3598,1972,12,NLD,,
26.9849,1973,1,NLD,,
73.4356,1973,2,NLD,,
23.1919,1973,3,NLD,,
66.544,1973,4,NLD,,
71.1608,1973,5,NLD,,
30.0609,1973,6,NLD,,
78.5423,1973,7,NLD,,
40.0733,1973,8,NLD,,
71.2622,1973,9,NLD,,
84.928,1973,10,NLD,,
78.4898,1973,11,NLD,,
71.3848,1973,12,NLD,,
64.1003,1974,1,NLD,,
